game_id,source_entry_index,Name,TrackName,ShortTrackName,XLASTID,ScenegraphFile,Year,Length,Location,Country,TrackGradeFilter,Track Type,GroundCoverFolder,InstTexturePakFilename,Allowed Weather,Allowed TimeOfDay,TimeOfDay Group,PreRace Allowed (true/false),Environment File,Environment Time,Dusk Race,Dusk File,Dusk Time,Event Types,Setup group,Sun Angle(DEG),Track Surface,Track Group,Track Description,LeaderboardID,Max AI participants,Class,DirtSkidmarksOverride,DrySkidmarksOverride,GrassSkidmarksOverride,GravelSkidmarksOverride,SandSkidmarksOverride,GravelParticlesOverride,GrassParticlesOverride,LeafParticlesOverride,Uses Reflection Flag,Track_Location,Track_Variation,AIW Override,Rolling Start Allowed,ZoneName,AI drift score min,AI drift score max,Client Track Version,Order Override,Track_Longitude,Track_Latitude,Track_Altitude,Track_TimeZone,Number Of Turns,Track_Rotation_Offset,Race_Date_Year,Race_Date_Month,Race_Date_Day,Track_Climate,StaticEnvMapLocation,StaticConvolveEnvMapLocation,PreRace Script name,PreRace Script length,PostRace Script name,Track Properties File,Crowd Pak Filename,Weather Weights,PitSpeedLimit_HighKPH,Rolling Start,TrackCentre,Downforce,AI Exclude Filter,AI Grip,Post race position,Post race orientation,Post race steering,Time Attack duration short,Time Attack duration medium,Time Attack duration long,CloudHorizonOffset,AutograssMaterial,AutograssDensities,AutograssHeights,ScalarAIBlueFlagDistanceMoveLane,ScalarBlueFlagMinDistBack,ScalarAILappedCarDistanceAhead,ScalarAISlowCarDistanceAhead,ScalarAISteerScalarCornerCut,ScalarAIPassComplexityCutoffMaxAggression,ScalarAIPassComplexityCutoffMinAggression,ScalarAITTCStraightOvertakeDist,ScalarAITTCStraightOvertakeTime,AIOvertakeInsideEnabled,AIDirtyAirBehaviourEnabled,ScalarAIMaxDraftHuntingDist,ScalarAIBlueFlagSpeedReductions,ScalarAIColdTyreDists,PresetFilter,MaxPuddleDepthDriven,MaxPuddleDepthRoad,MaxPuddleDepthOffroad,AIWidthScalarToReduceCorridors,AIWidthScalarToReduceCorridorsFullThrottle,AIDisableCorridorsReductionAgainstLapped,AIDisableCorridorsReductionAgainstHuman,AIScalarForFuelLaptimeLoss,AI Extra Wall Buffer,DirtParticlesOverride,DLC ID,Is Clockwise,GripBase,GripRange,Oval Type,AIPitStopEstimationTimeScalar,FogMaxDistanceScalar,trackgradefilter,CutTrackFraction,AI Pit Exit Speed Scalar,RollingStartPoleSide,IMSA,Long Overlapping Pitline,Drs Zone 1 Detection Number,Drs Zone 2 Detection Number,Drs Zone 3 Detection Number,ForceSessionMeshesVisible,display_name,display_configuration,display_category,downforce_variant
Bannochbrae1-5,55,Bannochbrae1,Bannochbrae_Road_Circuit,Bannochbrae,5,Bannochbrae1.sgx,2017,7282,Scotland,UK,,Circuit,Bannochbrae,Bannochbrae,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",Day,Bannochbrae1,true,Bannochbrae3.wdf,day,false,,,!RallyCross,Circuit,0,Tarmac,Bannochbrae,,58,19,"Race,Street",,,,,,,,,true,Bannochbrae,Road_Circuit,,true,Bannochbrae,100,200,2,1,-4.26561,55.44626,45.000,0,25,0.0,2017,4,3,Scotland,16.868; -38.006; 1.928; 1.0,16.868; -38.006; 1.928; 1.0,camera_pre_race.script,5,default_post_race.script,TrackProperties,bannochbrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bannochbrae,Road Circuit,Bannochbrae,standard
Indianapolis_Oval-44,147,Indianapolis_Oval,Indianapolis_Motor_Speedway,Indianapolis_Oval,44,Indianapolis_Oval.sgx,2017,4023,USA,US,,Oval,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",Day,Indianapolis,true,Indianapolis_Oval.wdf,day,false,,,!RallyCross,Oval,0.0,Tarmac,Indianapolis,,58,31,"Race,Street",,,,,,,,,false,Indianapolis,Oval,,true,HPOval,100,200,1,1,-86.235301,39.795354,-94.974,-5,4,0.0,2017,5,24,North_USA,247.835022; 224.051971; -575.899231; 1.0,247.835022; 224.051971; -575.899231; 1.0,camera_pre_race.script,5,default_post_race.script,TrackProperties,indianapolis,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,true,362646.000; 0.000; 185787.000,Low,DOWNFORCE:High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indianapolis,Oval,Indianapolis,low
Tykki_DIRT2-198,284,Tykki_DIRT2,Tykki_DIRT2,Tykki_DIRT2,198,Tykki_DIRT2.sgx,2022,1680,Finland,FI,,Rallycross,,Tykki,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Tykki,true,Tykki.wdf,day,False,,,!RallyCross,Circuit,0,mud,,,01,15,"Race,Street",,,,,,,,,true,Tykki,Tykki_DIRT2,,False,,100,200,1,4,26.796466,60.883668,81,+3,14,0,2022,5,28,Scandinavia_RX,8.842; 7.876; -195.013; 1.0,8.842; 7.876; -195.013; 1.0,,5,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,32.879; 0.0; -67.643; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,false,-1,1.0,1.0,1.0,Dirt,0.03,0.04,0.20,0.0,0.0,true,true,,,Brown,adrenalinept1pack,,0.940,0.04,,,1.18,Dirt,,,,,,,,,,Tykki DIRT 2,,Tykki DIRT 2,standard
Ascurra_DIRT-202,50,Ascurra_DIRT,Ascurra_DIRT,Ascurra_DIRT,202,Ascurra_DIRT.sgx,2022,910,Brazil,BR,,Rallycross,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Ascurra,true,Ascurra.wdf,day,False,,,!RallyCross,Circuit,0,mud,,,01,15,"Race,Street",,,,,,,,,true,Ascurra,Ascurra_DIRT,,False,,100,200,1,1,-49.388986,-26.935724,88,-3,8,0,2022,9,28,south_america,13.343; -5.242; 89.819; 1.0,13.343; -5.242; 89.819; 1.0,,5,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-205.243; -7.491; 200.862; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,false,-1,1.0,1.0,1.0,Dirt,0.03,0.04,0.20,0.0,0.0,true,true,,,Red,adrenalinept1pack,,0.940,0.04,,,1.28,Dirt,,,,,,,,,,Ascurra DIRT,,Ascurra DIRT,standard
Interlagos_Historic-46,151,Interlagos_Historic,Interlagos_Historic,Interlagos_Historic,46,Interlagos_Historic.sgx,1976,7927,Brazil,BR,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Interlagos,true,Interlagos.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Interlagos,,01,31,"Race,Street",,,,,,,,,true,Interlagos,Interlagos_Historic,,True,,100,200,1,5,-46.697890,-23.701281,750.188,-3,17,0,1976,2,26,south_america,-348.911; 5.084; 339.634; 1.0,-348.911; 5.084; 339.634; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-74.299; -10.452; -120.625; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.1,1.0,1.0,1.25,1.2,1.0,1.0,true,-1,1.0,1.0,1.0,"70sG1_Historic,FormulaRetro",0.03,0.04,0.20,0.24,0.12,false,true,1.0,,,,false,0.945,0.062,,,,,,,,,,,,,,Interlagos,Historic,Interlagos,standard
Virginia_South-106,300,Virginia_South,Virginia_South,Virginia_South,106,VirginiaSouth.sgx,2020,2655,USA,US,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Virginia,true,Virginia.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Virginia,,01,27,"Race,Street",,,,,,,,,true,Virginia,Virginia_South,,True,,100,200,4,4,-79.206058,36.566468,65,-5,9,0,2020,9,17,north_usa,-328.745; 16.876; -1000.546; 1.0,-328.745; 16.876; -1000.546; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-279.577; 0; -342.751; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.24,0.11,true,true,0.9,,Red,,,0.950,0.0625,,0.9,,,,,,,,,,,,Virginia,South,Virginia,standard
GoianiaMixed-27,114,GoianiaMixed,GoianiaMixed,GoianiaMixed,27,Goiania.sgx,2020,3820,Brazil,BR,Grade4,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Goiania,true,Goiania.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Goiania,,01,47,"Race,Street",,,,,,,,,true,Goiania,GoianiaMixed,,True,,100,200,1,1,-49.192054,-16.719096,757,-3,13,0,2020,3,29,south_america,322.381; 0.429; -336.056; 1.0,322.381; 0.429; -336.056; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,,154.006; 5.709; 46.055; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Stock19,Stock20,Stock23,Stock24,CopaTruck,EnduroBRA19,EnduroBRA24,PorscheCup,LancerCup,SprintRace.F3",0.03,0.04,0.20,0.24,0.12,false,true,1.0,,,,,,,,0.9,,,,,,,,,,,,Goiania,Mixed,Goiania,standard
Jacarepagua_SCB-136,161,Jacarepagua_SCB,Jacarepagua_SCB,Jacarepagua_SCB,136,JacarepaguaSCB.sgx,2012,3307,Brazil,BR,Historic,Circuit,,AdPackStockCar,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Jacarepagua,true,Jacarepagua.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Jacarepagua,,01,39,"Race,Street",,,,,,,,,true,Jacarepagua,Jacarepagua_SCB,,True,,100,200,1,4,-43.395634,-22.976678,30.000,-3,8,0,2012,4,9,south_america_farfog,71.360; 6.504; 173.232; 1.0,71.360; 6.504; 173.232; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-4.397; 0.000; 96.573; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"00sG2_Historic,Stock19,Montana,F3",0.03,0.04,0.20,0.24,0.12,false,true,1.0,,,,false,,,,0.9,,,,,,,,,,,,Jacarepagua,SCB,Jacarepagua,standard
Nurb_GP_2020_Sprint_S-73,213,Nurb_GP_2020_Sprint_S,Nurb_GP_2020_Sprint_S,Nurb_GP_2020_Sprint_S,73,Nurb_GP_2020_Sprint_S.sgx,2020,3059,Germany,DE,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Nurb_2020,true,Nurb_2020.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Nurburgring_2020,,01,29,"Race,Street",,,,,,,,,true,Nurburgring_2020,Nurb_GP_2020_Sprint_S,,True,,100,200,1,6,6.942068,50.330838,397,1,11,0.0,2020,9,1,europe,110.497; -28.861; 513.548; 1.0,110.497; -28.861; 513.548; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,0.000; 0.000; 0.000; 1.0,,,1.2,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.02,0.03,0.10,0.24,0.12,false,true,1.0,,,nurburgringpack,,0.950,0.0625,,,,,,,,,,,,,,Nürburgring,GP 2020 Sprint S,Nürburgring,standard
Virginia_Patriot-105,299,Virginia_Patriot,Virginia_Patriot,Virginia_Patriot,105,VirginiaPatriot.sgx,2020,1770,USA,US,Grade4,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Virginia,true,Virginia.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Virginia,,01,19,"Race,Street",,,,,,,,,true,Virginia,Virginia_Patriot,,True,,100,200,1,5,-79.206058,36.566468,65,-5,13,0,2020,9,17,north_usa,-328.745; 16.876; -1000.546; 1.0,-328.745; 16.876; -1000.546; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-279.577; 0; -342.751; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade4,0.03,0.04,0.20,0.24,0.11,true,true,0.7,,Red,,,0.950,0.0625,,0.9,,,,,,,,,,,,Virginia,Patriot,Virginia,standard
Virginia_North-104,298,Virginia_North,Virginia_North,Virginia_North,104,VirginiaNorth.sgx,2020,3621,USA,US,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Virginia,true,Virginia.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Virginia,,01,47,"Race,Street",,,,,,,,,true,Virginia,Virginia_North,,True,,100,200,1,3,-79.206058,36.566468,65,-5,14,0,2020,9,17,north_usa,-328.745; 16.876; -1000.546; 1.0,-328.745; 16.876; -1000.546; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-279.577; 0; -342.751; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.24,0.11,true,true,0.9,,Red,,,0.950,0.0625,,0.9,,,,,,,,,,,,Virginia,North,Virginia,standard
Interlagos_Historic_Outer-45,152,Interlagos_Historic_Outer,Interlagos_Historic_Outer,Interlagos_Historic_Outer,45,Interlagos_Historic_Outer.sgx,1976,3236,Brazil,BR,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Interlagos,true,Interlagos,day,False,,,!RallyCross,Circuit,0,Tarmac,Interlagos,,01,31,"Race,Street",,,,,,,,,true,Interlagos,Interlagos_Historic_Outer,,True,,100,200,3,6,-46.697890,-23.701281,750.188,-3,6,0,1976,2,26,south_america,-348.911; 5.084; 339.634; 1.0,-348.911; 5.084; 339.634; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-74.299; -10.452; -120.625; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.2,1.0,1.0,1.25,1.5,1.0,1.0,true,-1,1.0,1.0,1.0,70sG2_Historic,0.03,0.04,0.20,0.24,0.0,true,true,1.0,,,,false,0.945,0.062,3,,,,,,,,,,,,,Interlagos,Historic Outer,Interlagos,standard
Kansai-54,166,Kansai,Kansai_Classic,Kansai_Classic,54,Kansai_Classic.sgx,2020,5821,Japan,JP,Grade2,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Kansai,true,Kansai_Classic.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Kansai,,01,47,"Race,Street",,,,,,,,,true,Kansai,Kansai_Classic,,True,,100,200,1,4,136.532634,34.844521,47.188,+9,19,0,2020,10,5,Europe_farfog,419.42; -13.777; -57.728; 1.0,419.42; -13.777; -57.728; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-10.070; 5.379; -24.473; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,0.75,1.0,1.0,1.0,0.92,1.2,1.2,1.0,1.0,true,-1,1.0,0.9,1.0,"Grade2,FormulaV10Gen2,FormulaV10Gen1,FormulaV12,FormulaHiTechGen2,FormulaHiTechGen1,FormulaClassic,GT1",0.02,0.03,0.10,0.24,0.12,false,true,1.0,,,,,0.950,0.0625,,,,,,,,,,,,,,Kansai,Classic,Kansai,standard
Silverstone_2001-112,252,Silverstone_2001,Silverstone_2001_International,Silverstone_2001_International,112,Silverstone_2001_Intl.sgx,2001,3619.0,England,GB,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Silverstone,true,Silverstone_2001.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Silverstone,,01,35,"Race,Street",,,,,,,,,true,Silverstone,Silverstone_2001_International,,True,,100,200,1,5,-1.01677,52.07123,154.0,0,10,0,2001,7,15,England,290; 18; 772; 1.0,290; 18; 772; 1.0,,,default_post_race.script,TrackProperties,,"10,16,16,16,12,8,3,2,1,1,0.5,0.5,0.5,0.5,0.0",60.0,,0.0; 0.0; 0.0; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.1,1.0,1.0,1.25,1.2,1.0,1.0,true,-1,1.0,1.0,1.0,"00sG2_Historic,EUEnduroGT2005",0.03,0.04,0.20,0.22,0.10,true,true,1.0,,,silverstonepack,,0.950,0.0625,,1.05,,,,,,,,,,,,Silverstone,2001 International,Silverstone,standard
VeloCittaTD-99,291,VeloCittaTD,VeloCittaTD,VeloCittaTD,99,VeloCittaTD.sgx,2020,3369,Brazil,BR,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,VeloCitta,true,VeloCitta.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,VeloCitta,,01,33,"Race,Street",,,,,,,,,true,VeloCitta,VeloCittaTD,,True,,100,200,1,2,-46.851046,-22.271922,750.000,-3,16,0,2020,6,28,south_america,-107.806; -10.308; -8.101; 1.0,-107.806; -10.308; -8.101; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-34.702; -2.321; -15.757; 1.0,,,0.965,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,BRA_Grade3,0.03,0.04,0.20,0.24,0.12,false,true,0.9,,Red,,false,0.950,0.0625,7,,,,,,,,,,,,,Velo Citta,TD,Velo Citta,standard
Kyalami_Historic-59,171,Kyalami_Historic,Kyalami_Historic,Kyalami_Historic,59,Kyalami_Historic.sgx,1976,4048,South_Africa,ZA,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Kyalami_Historic,true,Kyalami_Historic.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Kyalami_Historic,,01,39,"Race,Street",,,,,,,,,true,Kyalami,Kyalami_Historic,,True,,100,200,1,2,28.035976,-25.594884,1532.000,+2,9,0,1976,3,5,south_america,-187.395; -19.660; -267.546; 1.0,-187.395; -19.660; -267.546; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,,97.1; -2.192; -79.609; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"70sG1_Historic,FormulaRetro,FormulaVintage,GTClassics,GroupC",0.03,0.04,0.20,0.24,0.12,false,true,1.0,,,,,0.9475,0.06,,0.9,,,,,,,,,,,,Kyalami Historic,,Kyalami Historic,standard
Virginia_Grand-103,297,Virginia_Grand,Virginia_Grand,Virginia_Grand,103,VirginiaGrand.sgx,2020,6759,USA,US,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Virginia,true,Virginia.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Virginia,,01,47,"Race,Street",,,,,,,,,true,Virginia,Virginia_Grand,,True,,100,200,1,2,-79.206058,36.566468,65,-5,24,0,2020,9,17,north_usa,-328.745; 16.876; -1000.546; 1.0,-328.745; 16.876; -1000.546; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-279.577; 0; -342.751; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.24,0.11,true,true,1.2,,Red,,,0.948,0.0625,,0.9,,,,,,,,,,,,Virginia,Grand,Virginia,standard
Londrina_long-60,179,Londrina_long,Londrina_long,Londrina_long,60,Londrina_long.sgx,2020,3140,Brazil,BR,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Londrina_long,true,Londrina_long.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Londrina,,01,47,"Race,Street",,,,,,,,,true,Londrina,Londrina_long,,True,,100,200,1,2,-51.170997,-23.282562,566.000,-3,10,0,2020,5,17,south_america,-427.759; -1.071; -195.252; 1.0,-427.759; -1.071; -195.252; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,30.738; -0.552; -66.408; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"BRA_Grade3,OldStock,F3,FInter,FVee,EunduroBRA19",0.03,0.04,0.20,0.25,0.125,false,true,0.9,,Red,,false,,,,0.9,,,,,,,,,,,,Londrina,long,Londrina,standard
