game_track_id,game_track_name,meta_class,mapping_source
California_Highway_Stage2-12,California_Highway_Stage2,Group C,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,GT1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,GTE,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,P1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,DPi,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,P2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,P3,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,P4,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,GT3,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,GT4,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Carrera Cup,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Ginetta G55 Supercup,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Copa Montana,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,GT5,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Super Kart,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Karting 125CC,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Karting GX390,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Karting Shifter,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Karting Rental,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Ultimate Gen1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Ultimate Gen2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Reiza,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula V10 G1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula V10 G2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula V12,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,F-USA Gen.1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,F-USA Gen.2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,F-USA Gen.3,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Classic G1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Classic G2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Classic G3,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,F3,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,FTS,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,FormulaVee Brazil,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Street Cars A,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Street Cars B,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Ultima,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Sprint Race,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Lancer Cup,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Street Cars C,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Stock Car Brasil 19 GrA,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Stock Car Brasil 20 GrA,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Stock Car Brasil 21 GrA,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Old Stock Race 79,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Stock Car Brasil 86 GrB,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Super V8,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,M1 PROCAR,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Stock Car Brasil 99 GrC,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Copa Truck,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Group A,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Hot Cars,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Hot Cars,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,JCW,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,TSI Cup,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Retro G3,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Retro G1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Retro G2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Vintage G1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Formula Vintage G2,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,GT Classics,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Vintage Touring Cars T1,track-type-fallback
California_Highway_Stage2-12,California_Highway_Stage2,Vintage Touring Cars T2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Caterham GrA,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Ginetta G40 Cup,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GT5,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Caterham GrB,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,TSI Cup,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,ARC,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Caterham GrC,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Copa Classic (Class: B),track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Copa Classic (Class: FL),track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Copa Fusca,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Copa Uno,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Group C,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GT1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GTE,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,P1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,DPi,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,P2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,P3,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,P4,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GT3,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GT4,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Carrera Cup,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Ginetta G55 Supercup,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Copa Montana,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GT5,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Super Kart,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Karting 125CC,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Karting GX390,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Karting Shifter,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Karting Rental,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Ultimate Gen1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Ultimate Gen2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Reiza,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula V10 G1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula V10 G2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula V12,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,F-USA Gen.1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,F-USA Gen.2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,F-USA Gen.3,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Classic G1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Classic G2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Classic G3,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,F3,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,FTS,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,FormulaVee Brazil,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Street Cars A,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Street Cars B,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Ultima,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Sprint Race,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Lancer Cup,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Street Cars C,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Stock Car Brasil 19 GrA,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Stock Car Brasil 20 GrA,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Stock Car Brasil 21 GrA,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Old Stock Race 79,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Stock Car Brasil 86 GrB,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Super V8,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,M1 PROCAR,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Stock Car Brasil 99 GrC,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Copa Truck,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Group A,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Hot Cars,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Hot Cars,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,JCW,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,TSI Cup,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Retro G3,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Retro G1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Retro G2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Vintage G1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Formula Vintage G2,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,GT Classics,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Vintage Touring Cars T1,track-type-fallback
California_Highway_Reverse-10,California_Highway_Reverse,Vintage Touring Cars T2,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Caterham GrA,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Ginetta G40 Cup,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,GT5,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Caterham GrB,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,TSI Cup,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,ARC,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Caterham GrC,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Copa Classic (Class: B),track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Copa Classic (Class: FL),track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Copa Fusca,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Copa Uno,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Group C,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,GT1,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,GTE,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,P1,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,DPi,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,P2,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,P3,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,P4,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,GT3,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,GT4,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Carrera Cup,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Ginetta G55 Supercup,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Copa Montana,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,GT5,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Super Kart,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Karting 125CC,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Karting GX390,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Karting Shifter,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Karting Rental,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Formula Ultimate Gen1,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Formula Ultimate Gen2,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Formula Reiza,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Formula V10 G1,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Formula V10 G2,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,Formula V12,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,F-USA Gen.1,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,F-USA Gen.2,track-type-fallback
California_Highway_Stage1-11,California_Highway_Stage1,F-USA Gen.3,track-type-fallback
